Date,VFV.TO,VDY.TO,VMO.TO,FCUV.TO,FCUQ.TO,INAI.TO,MNT.TO
2021-04-22,86.61808013916016,30.904314041137695,43.83998489379883,10.142993927001951,37.97926712036133,,22.93000030517578
2021-04-23,87.34469604492188,31.10126304626465,44.60604476928711,10.104642868041992,38.22272109985352,,22.68000030517578
2021-04-26,86.92949676513672,31.166915893554688,44.77088928222656,10.037535667419434,37.998748779296875,,22.65999984741211
2021-04-27,86.90116119384766,31.2982120513916,44.76119613647461,10.04712200164795,38.018211364746094,,22.690000534057617
2021-04-28,86.2594985961914,31.42951202392578,44.59634780883789,9.980013847351074,37.65790939331055,,22.649999618530273
2021-04-29,86.58035278320312,31.54440689086914,44.00483703613281,10.018362998962402,37.57999420166016,,22.549999237060547
2021-04-30,86.05187225341797,31.42923164367676,43.500587463378906,9.951253890991213,37.45339584350586,,22.3799991607666
2021-05-03,86.23119354248047,31.601966857910156,43.626651763916016,10.04712200164795,37.60921478271485,,22.420000076293945
2021-05-04,85.87259674072266,31.64310836791992,42.91876983642578,10.018362998962402,37.43391799926758,,22.6299991607666
2021-05-05,85.65556335449219,31.972122192382812,43.384220123291016,10.018362998962402,37.34627532958984,,22.579999923706055
2021-05-06,85.56120300292969,32.013248443603516,42.618160247802734,10.027948379516602,37.170997619628906,,22.719999313354492
2021-05-07,86.06134033203125,32.18597412109375,43.549072265625,10.123819351196287,37.46312713623047,,22.65999984741211
2021-05-10,84.87232971191406,32.19419479370117,42.51150131225586,10.152578353881836,37.05413818359375,,22.780000686645508
2021-05-11,84.17401123046875,31.95565414428711,42.14301681518555,10.152578353881836,36.71329116821289,,22.799999237060547
2021-05-12,82.63587951660156,31.906309127807617,40.96968078613281,9.912904739379885,36.03160858154297,,22.8700008392334
2021-05-13,83.82486724853516,32.05436706542969,41.619380950927734,10.04712200164795,36.586692810058594,,22.950000762939453
2021-05-14,84.81570434570312,32.3916130065918,42.307861328125,10.08547019958496,36.93727111816406,,23.200000762939453
2021-05-17,84.2117691040039,32.51498031616211,42.09452819824219,10.08547019958496,36.64511489868164,,23.56999969482422
2021-05-18,83.48514556884766,32.51498031616211,42.259376525878906,10.018362998962402,36.35298156738281,,23.700000762939453
2021-05-19,83.64557647705078,32.24354934692383,41.91028594970703,10.018362998962402,36.4698371887207,,23.799999237060547
2021-05-20,84.07963562011719,32.34225845336914,41.92967987060547,10.04712200164795,36.68407440185547,,24.190000534057617
2021-05-21,84.05134582519531,32.42451095581055,42.336952209472656,10.04712200164795,36.723026275634766,,23.68000030517578
2021-05-25,84.75906372070312,32.44096755981445,42.472713470458984,10.02315616607666,36.83989334106445,,24.0
2021-05-26,85.24034881591797,32.72063064575195,43.170894622802734,10.075883865356444,36.985958099365234,,24.1200008392334
2021-05-27,84.97611236572266,32.79466247558594,43.59755325317383,10.075883865356444,36.80093765258789,,24.1299991607666
2021-05-28,85.21204376220703,32.85161590576172,43.60725784301758,10.075883865356444,36.90805435180664,,24.13999938964844
2021-05-31,85.07049560546875,32.67000961303711,43.56846618652344,10.075883865356444,36.75224304199219,,24.329999923706055
2021-06-01,85.06103515625,33.08273696899414,43.85938262939453,10.066295623779297,36.74249649047851,,24.149999618530273
2021-06-02,84.94779968261719,33.165260314941406,43.86906814575195,10.066295623779297,36.70354843139648,,24.299999237060547
2021-06-03,85.1459732055664,33.26431655883789,43.67513656616211,10.066295623779297,36.83989334106445,,23.770000457763672
2021-06-04,85.72161102294922,33.4046516418457,43.83028793334961,10.066295623779297,37.05413818359375,,23.969999313354492
2021-06-07,85.69330596923828,33.445919036865234,44.324832916259766,10.210101127624512,37.19046401977539,,24.0
2021-06-08,85.93864440917969,33.487186431884766,44.47998046875,10.238862037658691,37.39497756958008,,23.899999618530273
2021-06-09,85.78765869140625,33.36336898803711,44.07271194458008,10.24844741821289,37.5020866394043,,23.600000381469727
2021-06-10,86.06134033203125,33.28907775878906,43.90786361694336,10.24844741821289,37.677371978759766,,23.649999618530273
2021-06-11,86.65582275390625,33.45417022705078,44.47029113769531,10.24844741821289,37.83318710327149,,23.479999542236328
2021-06-14,86.67471313476562,33.478919982910156,44.17937469482422,10.277209281921388,37.79423522949219,,23.350000381469727
2021-06-15,86.85401153564453,33.69353485107422,44.12119674682617,10.277209281921388,37.92083740234375,,23.06999969482422
2021-06-16,86.91060638427734,33.718299865722656,43.84967803955078,10.25803565979004,37.79423522949219,,22.899999618530273
2021-06-17,87.59005737304688,33.445919036865234,43.90786361694336,10.238862037658691,38.407752990722656,,22.059999465942383
2021-06-18,86.91060638427734,33.09922409057617,43.510284423828125,10.238862037658691,38.232460021972656,,22.350000381469727
2021-06-21,87.6561050415039,33.3963737487793,44.24725341796875,10.229273796081545,38.398006439208984,,22.75
2021-06-22,87.76934814453125,33.3798828125,44.35392761230469,10.229273796081545,38.485652923583984,,22.700000762939453
2021-06-23,87.6561050415039,33.297332763671875,44.46059036254883,10.1813383102417,38.3298454284668,,22.75
2021-06-24,88.2506103515625,33.371620178222656,44.88726043701172,10.1813383102417,38.5538215637207,,22.200000762939453
